event_id,household_id,stock_id,product_id,product_name,action_type,quantity,timestamp,expiry_date,classification,location,category_name,dias_para_vencer,nutriscore,calories_100g,proteins_100g,carbs_100g
4f77cfd9-e,6,1cf546fb,13176,Bag of Organic Bananas,OUT,1,2026-02-24T09:52:36.000000,2026-02-22,Waste,Refrigerador,Frutas y Verduras,-2,D,346.0,3.89,88.3
cd84101c-0,2,57887413,31717,Organic Cilantro,OUT,1,2026-04-27T14:10:36.000000,2026-05-02,Consumption,Refrigerador,Frutas y Verduras,5,A,0.0,0.0,0.0
c8f13ac4-2,1,cb87d87d,49683,Cucumber Kirby,IN,3,2026-02-16T22:13:36.000000,2026-02-23,Purchase,Refrigerador,Frutas y Verduras,7,A,34.0,0.5,6.79
c9b6250d-8,4,9aee1df0,5077,100% Whole Wheat Bread,OUT,1,2026-03-06T07:41:36.000000,2026-03-17,Consumption,Despensa,Panaderia y Granos,11,C,256.0,11.6,48.8
aef19068-6,6,b004c130,49235,Organic Half & Half,IN,1,2026-03-11T18:51:36.000000,2026-03-23,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
c1aea94d-6,1,0e650753,22935,Organic Yellow Onion,IN,2,2026-02-24T23:23:36.000000,2026-03-03,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
53f2cbcc-0,1,c3bc6f6b,37646,Organic Gala Apples,IN,1,2026-04-12T18:31:36.000000,2026-04-19,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,0.32,14.3
d4e79576-a,7,6e2b56e2,47626,Large Lemon,OUT,2,2026-04-12T03:11:36.000000,2026-04-11,Waste,Refrigerador,Frutas y Verduras,-1,B,55.0,10.7,2.36
99033680-4,8,4667b011,49683,Cucumber Kirby,OUT,2,2026-02-20T13:36:36.000000,2026-02-27,Consumption,Refrigerador,Frutas y Verduras,7,A,34.0,0.5,6.79
7360eb37-c,8,8398e8c5,8277,Apple Honeycrisp Organic,IN,3,2026-02-24T09:25:36.000000,2026-03-03,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
2e6dce66-e,9,687053eb,19057,Organic Large Extra Fancy Fuji Apple,IN,3,2026-03-01T11:50:36.000000,2026-03-08,Purchase,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
d3584247-d,6,7a2e03d9,47766,Organic Avocado,IN,3,2026-04-13T21:46:36.000000,2026-04-20,Purchase,Refrigerador,Frutas y Verduras,7,D,427.0,1.9,7.36
b267ac1e-0,1,fc20a283,43352,Raspberries,OUT,2,2026-03-10T23:29:36.000000,2026-03-17,Consumption,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
caa41988-2,6,36c5ed16,22935,Organic Yellow Onion,OUT,1,2026-03-29T23:59:59.000000,2026-03-26,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
5de2ea03-8,4,9849c93d,4920,Seedless Red Grapes,IN,3,2026-02-17T13:59:36.000000,2026-02-24,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
38aa4e47-7,5,4e378dcb,26604,Organic Blackberries,OUT,2,2026-04-09T04:22:36.000000,2026-04-12,Consumption,Refrigerador,Frutas y Verduras,3,B,59.0,1.47,15.4
e7efa453-e,3,1adc0e6a,5077,100% Whole Wheat Bread,IN,2,2026-03-10T22:03:36.000000,2026-03-24,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
8a2f8199-2,7,cb0d4450,8277,Apple Honeycrisp Organic,IN,1,2026-03-05T17:10:36.000000,2026-03-12,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
27d05667-5,7,61d4d5f0,40706,Organic Grape Tomatoes,IN,3,2026-03-25T16:20:36.000000,2026-04-01,Purchase,Refrigerador,Frutas y Verduras,7,A,36.0,1.19,7.14
5fa19c4c-5,9,0ffaee42,39275,Organic Blueberries,IN,2,2026-03-07T10:45:36.000000,2026-03-14,Purchase,Refrigerador,Frutas y Verduras,7,B,57.0,0.71,12.1
dcce56c8-4,2,2a92c324,27086,Half & Half,OUT,2,2026-02-26T05:38:36.000000,2026-03-05,Consumption,Refrigerador,Lacteos y Refrigerados,7,B,131.0,3.13,4.3
fa07e806-7,2,f5753744,27086,Half & Half,OUT,1,2026-03-22T07:14:36.000000,2026-03-22,Consumption,Refrigerador,Lacteos y Refrigerados,0,B,131.0,3.13,4.3
e963dc79-b,8,2f3401f6,49683,Cucumber Kirby,IN,3,2026-03-13T08:57:36.000000,2026-03-20,Purchase,Refrigerador,Frutas y Verduras,7,A,34.0,0.5,6.79
6f74157d-e,9,68d84fcb,17794,Carrots,OUT,1,2026-02-08T15:06:36.000000,2026-02-14,Consumption,Refrigerador,Frutas y Verduras,6,A,38.0,1.28,8.97
b8bb3a38-4,0,b13bd5e6,46979,Asparagus,OUT,2,2026-02-14T13:50:36.000000,2026-02-21,Consumption,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
eea32623-7,5,e9a2a4c9,44359,Organic Small Bunch Celery,IN,2,2026-02-05T09:10:36.000000,2026-02-12,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
5318a1bb-e,4,80e56e7c,10749,Organic Red Bell Pepper,OUT,2,2026-03-10T23:59:59.000000,2026-03-07,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
f23434e9-a,3,441b997b,34126,Organic Italian Parsley Bunch,OUT,1,2026-02-04T17:58:36.000000,2026-02-11,Consumption,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
047d69b1-c,8,bc449c19,40706,Organic Grape Tomatoes,OUT,2,2026-02-21T04:21:36.000000,2026-02-25,Consumption,Refrigerador,Frutas y Verduras,4,A,36.0,1.19,7.14
dd939dea-1,4,14684af3,5077,100% Whole Wheat Bread,IN,2,2026-03-06T12:06:36.000000,2026-03-20,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
0479d4d6-b,6,134f3a1e,44359,Organic Small Bunch Celery,IN,1,2026-02-06T17:24:36.000000,2026-02-13,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
059d7ece-8,5,59166ab3,47626,Large Lemon,IN,3,2026-03-11T12:46:36.000000,2026-03-18,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
027be726-a,6,e75b025e,30489,Original Hummus,OUT,1,2026-04-28T02:27:36.000000,2026-04-27,Waste,Refrigerador,Congelados,-1,C,214.0,7.14,14.3
e057dbaa-1,6,f4c7fb3c,31717,Organic Cilantro,OUT,1,2026-02-05T07:17:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,5,A,0.0,0.0,0.0
f9dd0d93-6,8,a3055d01,22035,Organic Whole String Cheese,OUT,3,2026-02-23T16:07:36.000000,2026-03-07,Consumption,Refrigerador,Lacteos y Refrigerados,12,B,50.0,1.45,6.25
41691142-d,6,2dd2c622,39877,Organic Granny Smith Apple,OUT,2,2026-04-22T03:25:36.000000,2026-04-19,Waste,Refrigerador,Frutas y Verduras,-3,,,0.266,14.1
094bf2a7-d,8,3cbf8a3e,10749,Organic Red Bell Pepper,IN,2,2026-04-10T12:33:36.000000,2026-04-17,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
5be886b2-0,2,7d941f05,26604,Organic Blackberries,OUT,2,2026-03-31T08:52:36.000000,2026-04-07,Consumption,Refrigerador,Frutas y Verduras,7,B,59.0,1.47,15.4
c62aa6eb-4,1,33f0ace8,27086,Half & Half,IN,2,2026-02-11T11:15:36.000000,2026-02-23,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
531b759d-f,7,ad4e43f4,5077,100% Whole Wheat Bread,IN,3,2026-04-13T16:47:36.000000,2026-04-27,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
81c9c6ca-0,7,f1f17de3,27966,Organic Raspberries,IN,3,2026-02-07T21:08:36.000000,2026-02-14,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
8517279a-6,8,efbe7394,49235,Organic Half & Half,IN,1,2026-04-29T16:06:36.000000,2026-05-11,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
7f0e1309-6,8,132d1107,47626,Large Lemon,IN,3,2026-04-22T16:30:36.000000,2026-04-29,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
adf08859-4,6,38c41494,34126,Organic Italian Parsley Bunch,IN,1,2026-03-30T04:01:36.000000,2026-04-06,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
4fea9186-1,5,a8aa2844,31717,Organic Cilantro,OUT,1,2026-03-31T11:02:36.000000,2026-03-29,Waste,Refrigerador,Frutas y Verduras,-2,A,0.0,0.0,0.0
4b7952e6-d,3,aacbf337,8277,Apple Honeycrisp Organic,OUT,1,2026-04-18T07:37:36.000000,2026-04-21,Consumption,Refrigerador,Frutas y Verduras,3,,,0.102,14.7
bf1a1603-d,1,44498f85,47626,Large Lemon,IN,2,2026-03-03T16:29:36.000000,2026-03-10,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
7732dcb9-a,7,1bb38d7f,26209,Limes,IN,3,2026-02-08T20:18:36.000000,2026-02-15,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.0,10.4
f31eb661-1,8,0a1f2af4,19057,Organic Large Extra Fancy Fuji Apple,IN,3,2026-02-14T09:22:36.000000,2026-02-21,Purchase,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
8687a3c0-f,4,af414a1f,24964,Organic Garlic,OUT,2,2026-04-05T04:46:36.000000,2026-04-09,Consumption,Refrigerador,Frutas y Verduras,4,C,167.0,0.0,33.3
a7ad4963-7,8,5bce862d,27104,Fresh Cauliflower,IN,1,2026-02-15T18:52:36.000000,2026-02-22,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
ae5baf05-3,8,3a1d9d10,13176,Bag of Organic Bananas,OUT,1,2026-02-23T07:50:36.000000,2026-02-27,Consumption,Refrigerador,Frutas y Verduras,4,D,346.0,3.89,88.3
46ef1325-5,1,2d7dd7d4,19660,Spring Water,OUT,2,2026-03-21T04:26:36.000000,2026-04-14,Consumption,Estante,Bebidas,24,A,0.0,0.0,0.0
3d52fa65-8,5,1091935d,47209,Organic Hass Avocado,OUT,2,2026-04-28T23:59:59.000000,2026-04-25,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.81,8.32
e30eb09d-7,7,34e0647d,17794,Carrots,OUT,2,2026-02-22T01:48:36.000000,2026-02-28,Consumption,Refrigerador,Frutas y Verduras,6,A,38.0,1.28,8.97
b678cee7-a,0,96ed451f,16797,Strawberries,OUT,1,2026-04-20T04:22:36.000000,2026-04-23,Consumption,Refrigerador,Frutas y Verduras,3,,,1.43,8.57
b0fab810-a,1,c452b309,44359,Organic Small Bunch Celery,IN,2,2026-04-19T08:39:36.000000,2026-04-26,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
5d051594-4,0,7f8ad697,39275,Organic Blueberries,IN,1,2026-05-01T12:18:36.000000,2026-05-08,Purchase,Refrigerador,Frutas y Verduras,7,B,57.0,0.71,12.1
3b9721ee-0,2,d43e67ee,28204,Organic Fuji Apple,OUT,1,2026-03-30T23:59:59.000000,2026-03-27,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,400.0,0.0,90.0
dd027fcd-9,1,a7a715e4,43352,Raspberries,IN,3,2026-04-23T19:48:36.000000,2026-04-30,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
f42c2b45-4,2,ab03e6ef,46979,Asparagus,IN,1,2026-03-31T11:00:36.000000,2026-04-07,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
515d301f-a,3,bdaa0170,21137,Organic Strawberries,OUT,1,2026-02-04T17:46:36.000000,2026-02-11,Consumption,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
e61bcb1e-2,4,3989520b,42265,Organic Baby Carrots,OUT,1,2026-02-17T16:14:36.000000,2026-02-21,Consumption,Refrigerador,Frutas y Verduras,4,A,35.0,1.18,8.24
a17d7a9b-a,6,30ed10bf,49683,Cucumber Kirby,OUT,2,2026-03-23T23:59:59.000000,2026-03-20,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,34.0,0.5,6.79
12e511ed-1,1,c163fd0b,19057,Organic Large Extra Fancy Fuji Apple,IN,1,2026-03-03T10:31:36.000000,2026-03-10,Purchase,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
693fcc78-c,7,e552c21f,21137,Organic Strawberries,OUT,1,2026-02-09T13:30:36.000000,2026-02-12,Consumption,Refrigerador,Frutas y Verduras,3,,,1.43,8.57
640dcbc3-a,0,8663c599,39877,Organic Granny Smith Apple,OUT,1,2026-04-06T03:31:36.000000,2026-04-08,Consumption,Refrigerador,Frutas y Verduras,2,,,0.266,14.1
9814b909-0,6,b14bee96,27086,Half & Half,OUT,1,2026-03-10T20:39:36.000000,2026-03-14,Consumption,Refrigerador,Lacteos y Refrigerados,4,B,131.0,3.13,4.3
e7208339-e,8,2268839c,27086,Half & Half,OUT,1,2026-04-14T12:11:36.000000,2026-04-18,Consumption,Refrigerador,Lacteos y Refrigerados,4,B,131.0,3.13,4.3
2b53871b-c,6,d16c7649,8277,Apple Honeycrisp Organic,IN,1,2026-02-16T19:39:36.000000,2026-02-23,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
a1b64744-b,0,0a382fe6,13176,Bag of Organic Bananas,OUT,2,2026-03-29T19:01:36.000000,2026-03-31,Consumption,Refrigerador,Frutas y Verduras,2,D,346.0,3.89,88.3
55b5a684-c,4,e59db119,21137,Organic Strawberries,OUT,1,2026-03-16T23:59:59.000000,2026-03-13,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.43,8.57
73ea82c6-2,6,00b4c156,41950,Organic Tomato Cluster,IN,3,2026-02-23T18:31:36.000000,2026-03-02,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
b5ede2ac-f,8,4b24a9a2,41950,Organic Tomato Cluster,OUT,1,2026-03-10T23:59:59.000000,2026-03-07,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,28.0,2.98,5.06
e9698ddc-7,8,f110658d,22935,Organic Yellow Onion,IN,3,2026-03-26T19:30:36.000000,2026-04-02,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
16a0da0b-b,1,62bbf972,21616,Organic Baby Arugula,OUT,1,2026-02-17T03:39:36.000000,2026-02-15,Waste,Refrigerador,Frutas y Verduras,-2,A,25.0,2.82,3.52
b3fbbbc4-a,9,2c4c8df9,35951,Organic Unsweetened Almond Milk,IN,1,2026-03-08T23:20:36.000000,2026-03-20,Purchase,Refrigerador,Lacteos y Refrigerados,12,A,15.0,0.55,0.34
2641e482-1,0,ff781a27,21616,Organic Baby Arugula,OUT,3,2026-03-13T07:18:36.000000,2026-03-18,Consumption,Refrigerador,Frutas y Verduras,5,A,25.0,2.82,3.52
4f0dcf72-6,5,b5a06623,8277,Apple Honeycrisp Organic,OUT,1,2026-03-05T02:52:36.000000,2026-03-06,Consumption,Refrigerador,Frutas y Verduras,1,,,0.102,14.7
3cbb0c8e-7,5,125f0fe9,43352,Raspberries,OUT,2,2026-03-27T17:15:36.000000,2026-03-29,Consumption,Refrigerador,Frutas y Verduras,2,B,50.0,1.43,12.1
311f9e5d-8,6,a5be2d1b,30489,Original Hummus,OUT,2,2026-02-08T00:52:36.000000,2026-02-21,Consumption,Refrigerador,Congelados,13,C,214.0,7.14,14.3
444be333-e,2,9d4d4946,40706,Organic Grape Tomatoes,IN,3,2026-03-23T11:11:36.000000,2026-03-30,Purchase,Refrigerador,Frutas y Verduras,7,A,36.0,1.19,7.14
518a8da3-6,9,c60d85ab,21616,Organic Baby Arugula,IN,2,2026-03-29T14:26:36.000000,2026-04-05,Purchase,Refrigerador,Frutas y Verduras,7,A,25.0,2.82,3.52
fa34331d-8,3,5266fbe4,47766,Organic Avocado,IN,3,2026-03-18T10:38:36.000000,2026-03-25,Purchase,Refrigerador,Frutas y Verduras,7,D,427.0,1.9,7.36
6c21b594-b,4,87248d3f,47766,Organic Avocado,OUT,1,2026-02-23T23:59:59.000000,2026-02-20,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,427.0,1.9,7.36
1a754287-0,7,009fc68b,49235,Organic Half & Half,OUT,1,2026-02-26T07:24:36.000000,2026-03-03,Consumption,Refrigerador,Lacteos y Refrigerados,5,B,131.0,3.13,4.3
6d96537f-3,7,0eb8458f,31717,Organic Cilantro,OUT,2,2026-04-25T09:56:36.000000,2026-04-28,Consumption,Refrigerador,Frutas y Verduras,3,A,0.0,0.0,0.0
5b4017cd-d,6,ef6649b8,45066,Honeycrisp Apple,OUT,1,2026-02-10T20:05:36.000000,2026-02-14,Consumption,Refrigerador,Frutas y Verduras,4,A,2.0,0.0,3.81
bc70d98a-c,2,20f1406c,8518,Organic Red Onion,IN,2,2026-04-15T09:50:36.000000,2026-04-22,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,6.76
2def8ae7-6,3,50ef08c9,27104,Fresh Cauliflower,IN,3,2026-03-26T12:42:36.000000,2026-04-02,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
28eadab3-3,4,88b85358,27104,Fresh Cauliflower,OUT,1,2026-03-01T23:59:59.000000,2026-02-26,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,52.0,1.94,5.01
ed6472da-2,6,7ef66024,41950,Organic Tomato Cluster,OUT,3,2026-03-22T14:45:36.000000,2026-03-25,Consumption,Refrigerador,Frutas y Verduras,3,A,28.0,2.98,5.06
c99d428e-f,7,c7d4ae91,28204,Organic Fuji Apple,OUT,2,2026-02-08T16:14:36.000000,2026-02-14,Consumption,Refrigerador,Frutas y Verduras,6,D,400.0,0.0,90.0
06399771-c,4,f598d2ed,31717,Organic Cilantro,OUT,1,2026-03-29T08:21:36.000000,2026-03-27,Waste,Refrigerador,Frutas y Verduras,-2,A,0.0,0.0,0.0
e453ce8d-e,9,9702432d,5876,Organic Lemon,IN,3,2026-04-17T14:16:36.000000,2026-04-24,Purchase,Refrigerador,Frutas y Verduras,7,D,300.0,0.0,6.67
dee6978d-5,4,564af85b,47209,Organic Hass Avocado,OUT,1,2026-03-20T23:59:59.000000,2026-03-17,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,1.81,8.32
47ebea8a-b,8,a104084b,43352,Raspberries,OUT,1,2026-05-01T06:44:36.000000,2026-04-29,Waste,Refrigerador,Frutas y Verduras,-2,B,50.0,1.43,12.1
8f044340-e,7,9a5281dc,22035,Organic Whole String Cheese,OUT,1,2026-03-27T17:46:36.000000,2026-04-07,Consumption,Refrigerador,Lacteos y Refrigerados,11,B,50.0,1.45,6.25
237e1028-1,2,81303258,22035,Organic Whole String Cheese,IN,3,2026-04-20T09:35:36.000000,2026-05-02,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,50.0,1.45,6.25
ed496a73-5,6,4e061796,10749,Organic Red Bell Pepper,IN,1,2026-02-09T08:26:36.000000,2026-02-16,Purchase,Refrigerador,Frutas y Verduras,7,,,0.896,6.65
d1912844-9,0,923a92f1,46979,Asparagus,IN,3,2026-03-20T10:05:36.000000,2026-03-27,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
8981ec35-0,7,a51e3a9b,22935,Organic Yellow Onion,OUT,3,2026-03-14T23:59:59.000000,2026-03-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
0f60311f-a,9,6abacf40,19660,Spring Water,OUT,1,2026-04-04T16:19:36.000000,2026-04-14,Consumption,Estante,Bebidas,10,A,0.0,0.0,0.0
fe8cdcab-e,3,7a9f9735,28204,Organic Fuji Apple,IN,2,2026-02-26T17:20:36.000000,2026-03-05,Purchase,Refrigerador,Frutas y Verduras,7,D,400.0,0.0,90.0
519d240b-0,4,ffceb911,45066,Honeycrisp Apple,IN,3,2026-04-15T17:39:36.000000,2026-04-22,Purchase,Refrigerador,Frutas y Verduras,7,A,2.0,0.0,3.81
21a773c0-6,2,990aa7f1,40706,Organic Grape Tomatoes,OUT,1,2026-03-26T20:28:36.000000,2026-03-31,Consumption,Refrigerador,Frutas y Verduras,5,A,36.0,1.19,7.14
83cbe9ab-7,5,92736a47,49235,Organic Half & Half,OUT,1,2026-03-27T01:29:36.000000,2026-04-04,Consumption,Refrigerador,Lacteos y Refrigerados,8,B,131.0,3.13,4.3
2a4727f8-6,2,4c132883,26604,Organic Blackberries,OUT,1,2026-02-03T18:05:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,7,B,59.0,1.47,15.4
acb64e7a-1,3,2af0303f,21903,Organic Baby Spinach,OUT,2,2026-04-15T07:16:36.000000,2026-04-19,Consumption,Refrigerador,Frutas y Verduras,4,A,23.0,2.68,3.36
93006b9a-9,7,9b32ccdb,24964,Organic Garlic,OUT,1,2026-03-18T15:50:36.000000,2026-03-21,Consumption,Refrigerador,Frutas y Verduras,3,C,167.0,0.0,33.3
bd5f51fa-6,6,bb667e3f,39877,Organic Granny Smith Apple,OUT,3,2026-03-14T23:59:59.000000,2026-03-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.266,14.1
769dbd12-8,1,8e55503d,31717,Organic Cilantro,IN,3,2026-02-17T09:35:36.000000,2026-02-24,Purchase,Refrigerador,Frutas y Verduras,7,A,0.0,0.0,0.0
368bccc6-e,0,7a63ab4d,30391,Organic Cucumber,OUT,1,2026-02-24T18:43:36.000000,2026-02-25,Consumption,Refrigerador,Frutas y Verduras,1,A,34.0,0.5,6.79
1903cd69-7,1,423a06b5,27845,Organic Whole Milk,OUT,1,2026-03-19T23:59:59.000000,2026-03-16,Forced_Waste,Refrigerador,Lacteos y Refrigerados,-3,B,62.0,3.39,5.08
93cee0ff-d,2,b00bcede,21616,Organic Baby Arugula,OUT,1,2026-04-17T19:55:36.000000,2026-04-22,Consumption,Refrigerador,Frutas y Verduras,5,A,25.0,2.82,3.52
221d2c7b-4,4,87e00f36,8518,Organic Red Onion,IN,3,2026-03-30T13:43:36.000000,2026-04-06,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,6.76
200923f4-b,7,7a564731,5077,100% Whole Wheat Bread,OUT,1,2026-04-05T16:54:36.000000,2026-04-15,Consumption,Despensa,Panaderia y Granos,10,C,256.0,11.6,48.8
2bff3c7d-f,8,cc0d8d0a,21903,Organic Baby Spinach,OUT,1,2026-04-28T00:09:36.000000,2026-04-30,Consumption,Refrigerador,Frutas y Verduras,2,A,23.0,2.68,3.36
d25f4a2e-d,2,de1bc2b5,27104,Fresh Cauliflower,IN,2,2026-03-14T07:01:36.000000,2026-03-21,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
163f918f-0,6,72d27921,44632,Sparkling Water Grapefruit,IN,2,2026-03-03T00:25:36.000000,2026-04-02,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
bfda3d6e-2,8,e58eaa90,49235,Organic Half & Half,OUT,3,2026-02-21T20:00:36.000000,2026-03-05,Consumption,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
25ab7896-9,1,2043daae,22035,Organic Whole String Cheese,OUT,1,2026-03-09T03:02:36.000000,2026-03-07,Waste,Refrigerador,Lacteos y Refrigerados,-2,B,50.0,1.45,6.25
a259d1f8-c,6,43d4d997,45007,Organic Zucchini,IN,1,2026-02-25T16:17:36.000000,2026-03-04,Purchase,Refrigerador,Frutas y Verduras,7,A,21.0,1.05,4.21
ea884802-f,4,2a5ad0e1,24852,Banana,IN,1,2026-04-21T19:40:36.000000,2026-04-28,Purchase,Refrigerador,Frutas y Verduras,7,D,312.0,12.5,40.6
e875a4eb-2,9,7925b8e4,37646,Organic Gala Apples,IN,3,2026-04-05T10:45:36.000000,2026-04-12,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,0.32,14.3
0cb85975-f,4,bd7ee931,27966,Organic Raspberries,IN,2,2026-03-13T16:26:36.000000,2026-03-20,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
76cfda80-c,5,87b57f4b,28985,Michigan Organic Kale,IN,3,2026-03-22T13:31:36.000000,2026-03-29,Purchase,Refrigerador,Frutas y Verduras,7,A,35.0,2.92,4.42
2ed5af1f-6,1,c9b6108c,45066,Honeycrisp Apple,OUT,2,2026-02-06T06:41:36.000000,2026-02-12,Consumption,Refrigerador,Frutas y Verduras,6,A,2.0,0.0,3.81
9e96215d-d,2,8fa06c3d,27086,Half & Half,IN,3,2026-04-06T08:17:36.000000,2026-04-18,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
24d60c40-4,6,04a4e3f2,8518,Organic Red Onion,OUT,3,2026-03-12T23:59:59.000000,2026-03-09,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,6.76
ae4a2e0c-e,2,c6b45054,44359,Organic Small Bunch Celery,IN,3,2026-04-11T11:06:36.000000,2026-04-18,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
4175af45-b,0,7ce46b26,30391,Organic Cucumber,OUT,1,2026-03-09T07:59:36.000000,2026-03-13,Consumption,Refrigerador,Frutas y Verduras,4,A,34.0,0.5,6.79
ad5fcbf3-3,7,f7b999b7,19660,Spring Water,IN,3,2026-02-16T18:34:36.000000,2026-03-18,Purchase,Estante,Bebidas,30,A,0.0,0.0,0.0
70d6c1e8-5,1,caa60b78,27966,Organic Raspberries,IN,3,2026-03-10T09:17:36.000000,2026-03-17,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
ce2fdd89-3,2,a11285de,9076,Blueberries,OUT,1,2026-04-09T00:33:36.000000,2026-04-13,Consumption,Despensa,Despensa General,4,B,57.0,0.71,12.1
d95c448b-5,8,0def493c,35951,Organic Unsweetened Almond Milk,OUT,1,2026-03-23T03:06:36.000000,2026-04-01,Consumption,Refrigerador,Lacteos y Refrigerados,9,A,15.0,0.55,0.34
f828bf6e-e,6,5ab6bc2d,47766,Organic Avocado,OUT,2,2026-04-20T05:00:36.000000,2026-04-21,Consumption,Refrigerador,Frutas y Verduras,1,D,427.0,1.9,7.36
45a5e366-5,3,136b85df,27104,Fresh Cauliflower,OUT,1,2026-03-21T21:51:36.000000,2026-03-22,Consumption,Refrigerador,Frutas y Verduras,1,B,52.0,1.94,5.01
26db682a-b,3,59e30fd0,42265,Organic Baby Carrots,IN,3,2026-04-10T15:27:36.000000,2026-04-17,Purchase,Refrigerador,Frutas y Verduras,7,A,35.0,1.18,8.24
f157660e-e,4,69b96b5e,4920,Seedless Red Grapes,IN,1,2026-02-09T10:50:36.000000,2026-02-16,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
ce218057-e,2,ab66169a,10749,Organic Red Bell Pepper,OUT,3,2026-04-01T20:33:36.000000,2026-04-05,Consumption,Refrigerador,Frutas y Verduras,4,,,0.896,6.65
e7b80908-2,6,578bb2a4,24852,Banana,OUT,1,2026-04-26T23:59:59.000000,2026-04-23,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,312.0,12.5,40.6
5a41beec-8,7,3865f544,35951,Organic Unsweetened Almond Milk,OUT,1,2026-02-19T18:46:36.000000,2026-03-03,Consumption,Refrigerador,Lacteos y Refrigerados,12,A,15.0,0.55,0.34
99534593-f,2,303b0b38,8277,Apple Honeycrisp Organic,OUT,2,2026-03-19T23:59:59.000000,2026-03-16,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.102,14.7
